structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skills,wikiNotes
5127,1445,Create 100 Divine Ranging Potions,Create 100 Divine Ranging Potions,Tirannwn,Skill,,4,Elite,33.1,HERBLORE 74,74 Herblore
5970,1446,Smith 500 Runite bolts (unf) in Prifddinas,Use an Anvil to smith 500 Runite bolts (unf) in Prifddinas,Tirannwn,Skill,,4,Elite,35.3,SMITHING 88,88 Smithing
5135,1447,Dismantle a Zulrah scale unique,"Dismantle a Zulrah scale unique for 20,000 scales",Tirannwn,Combat,All,4,Elite,53.1,,
5712,1448,Defeat Cerberus 300 times,Defeat Cerberus 300 times,Asgarnia,Combat,All,4,Elite,8.3,SLAYER 91,91 Slayer
739,1449,Equip an Enhanced Crystal Weapon,Equip a Blade of Saeldor or Bow of faerdhinen,Tirannwn,Combat,All,4,Elite,56.5,AGILITY 70; ATTACK 80; RANGED 80,Either  80 Attack or  80 Ranged and  70 Agility Completion of   The Gauntlet
5716,1450,Defeat Zulrah 300 Times,Defeat Zulrah at the Poison Waste 300 times,Tirannwn,Combat,All,4,Elite,16.3,,
5719,1451,Defeat Venenatis 300 times,Defeat Venenatis or Spindel 300 times,Wilderness,Combat,All,4,Elite,14.9,,
5722,1452,Defeat Vet'ion 300 times,Defeat Vet'ion or Calvar'ion 300 times,Wilderness,Combat,All,4,Elite,6.3,,
5725,1453,Defeat Callisto 300 times,Defeat Callisto or Artio 300 times,Wilderness,Combat,All,4,Elite,19.8,,
5734,1454,Complete 10 Speed Tasks,Complete 10 Combat Achievement Speed tasks,Global,Achievement,All,4,Elite,33.8,,
5735,1455,Complete 20 Speed Tasks,Complete 20 Combat Achievement Speed tasks,Global,Achievement,All,4,Elite,18.3,,
5736,1456,Complete 30 Speed Tasks,Complete 30 Combat Achievement Speed tasks,Global,Achievement,All,4,Elite,8.2,,
5739,1457,The Whisperer Combat Achievements,Complete all of the Combat Achievements for The Whisperer,Asgarnia,Achievement,All,4,Elite,0.7,,See The Whisperer#Combat Achievements Requires Kourend or Grimoire relic for Arceuus spellbook
5740,1458,Vardorvis Combat Achievements,Complete all of the Combat Achievements for Vardorvis,Varlamore,Achievement,All,4,Elite,12,,See Vardorvis#Combat Achievements
5741,1459,Duke Sucellus Combat Achievements,Complete all of the Combat Achievements for Duke Sucellus,Fremennik Province,Achievement,All,4,Elite,7.9,,See Duke Sucellus#Combat Achievements
5742,1460,The Leviathan Combat Achievements,Complete all of the Combat Achievements for The Leviathan,Kharidian Desert,Achievement,All,4,Elite,3.4,,See The Leviathan#Combat Achievements
5747,1461,Zulrah Combat Achievements,Complete all of the Combat Achievements for Zulrah,Tirannwn,Achievement,All,4,Elite,31.8,,See Zulrah#Combat Achievements
5748,1462,Dagannoth Kings Combat Achievements,Complete all of the Combat Achievements for Dagannoth Kings,Fremennik Province,Achievement,All,4,Elite,17.8,,See Dagannoth Kings#Combat Achievements
5749,1463,Vorkath Combat Achievements,Complete all of the Combat Achievements for Vorkath,Fremennik Province,Achievement,All,4,Elite,10.5,,See Vorkath#Combat Achievements
5750,1464,Phantom Muspah Combat Achievements,Complete all of the Combat Achievements for Phantom Muspah,Fremennik Province,Achievement,All,4,Elite,8.4,,See Phantom Muspah#Combat Achievements
5751,1465,The Nightmare Combat Achievements,Complete all of the Combat Achievements for The Nightmare,Morytania,Achievement,All,4,Elite,3.1,,See The Nightmare#Combat Achievements
5752,1466,Phosani's Nightmare Combat Achievements,Complete all of the Combat Achievements for Phosani's Nightmare,Morytania,Achievement,All,4,Elite,3.3,,See Phosani's Nightmare#Combat Achievements
5753,1467,Grotesque Guardians Combat Achievements,Complete all of the Combat Achievements for Grotesque Guardians,Morytania,Achievement,All,4,Elite,11.3,,See Grotesque Guardians#Combat Achievements
5754,1468,Abyssal Sire Combat Achievements,Complete all of the Combat Achievements for Abyssal Sire,Misthalin,Achievement,All,4,Elite,11,,See Abyssal Sire#Combat Achievements
5755,1469,Alchemical Hydra Combat Achievements,Complete all of the Combat Achievements for Alchemical Hydra,Kourend & Kebos,Achievement,All,4,Elite,9.4,,See Alchemical Hydra#Combat Achievements
5757,1470,Equip a Light Ballista,Equip a Light Ballista,Kandarin,Combat,All,4,Elite,4.2,RANGED 65,65 Ranged
5773,1471,350 Collection log slots,Obtain 350 unique collection log slots,Global,Achievement,All,4,Elite,20.7,,
5774,1472,500 Collection log slots,Obtain 500 unique collection log slots,Global,Achievement,All,4,Elite,6.7,,
5778,1473,Equip a piece of Virtus,"Equip either the Virtus Mask, Robe top, or Robe Bottoms",Global,Combat,Support,4,Elite,10.9,DEFENCE 75; MAGIC 78,"78 Magic,  75 Defence"
5783,1474,Obtain 35 Million Prayer XP,Obtain 35 million experience in your Prayer skill,Global,Skill,,4,Elite,13.5,PRAYER 99,99 Prayer
5785,1475,Obtain 35 Million Runecraft XP,Obtain 35 million experience in your Runecraft skill,Global,Skill,,4,Elite,0.3,RUNECRAFT 99,99 Runecraft
5786,1476,Obtain 35 Million Construction XP,Obtain 35 million experience in your Construction skill,Global,Skill,,4,Elite,10.4,CONSTRUCTION 99,99 Construction
5788,1477,Obtain 35 Million Agility XP,Obtain 35 million experience in your Agility skill,Global,Skill,,4,Elite,0.2,AGILITY 99,99 Agility
5789,1478,Obtain 35 Million Herblore XP,Obtain 35 million experience in your Herblore skill,Global,Skill,,4,Elite,0.4,HERBLORE 99,99 Herblore
5790,1479,Obtain 35 Million Thieving XP,Obtain 35 million experience in your Thieving skill,Global,Skill,,4,Elite,23.3,THIEVING 99,99 Thieving
5791,1480,Obtain 35 Million Crafting XP,Obtain 35 million experience in your Crafting skill,Global,Skill,,4,Elite,2.4,CRAFTING 99,99 Crafting
5792,1481,Obtain 35 Million Fletching XP,Obtain 35 million experience in your Fletching skill,Global,Skill,,4,Elite,2,FLETCHING 99,99 Fletching
5793,1482,Obtain 35 Million Slayer XP,Obtain 35 million experience in your Slayer skill,Global,Skill,,4,Elite,6.9,SLAYER 99,99 Slayer
5794,1483,Obtain 35 Million Hunter XP,Obtain 35 million experience in your Hunter skill,Global,Skill,,4,Elite,0.2,HUNTER 99,99 Hunter
5795,1484,Obtain 35 Million Mining XP,Obtain 35 million experience in your Mining skill,Global,Skill,,4,Elite,0.6,MINING 99,99 Mining
5796,1485,Obtain 35 Million Smithing XP,Obtain 35 million experience in your Smithing skill,Global,Skill,,4,Elite,2,SMITHING 99,99 Smithing
5797,1486,Obtain 35 Million Fishing XP,Obtain 35 million experience in your Fishing skill,Global,Skill,,4,Elite,10,FISHING 99,99 Fishing
5798,1487,Obtain 35 Million Cooking XP,Obtain 35 million experience in your Cooking skill,Global,Skill,,4,Elite,18.2,COOKING 99,99 Cooking
5799,1488,Obtain 35 Million Firemaking XP,Obtain 35 million experience in your Firemaking skill,Global,Skill,,4,Elite,0.8,FIREMAKING 99,99 Firemaking
5800,1489,Obtain 35 Million Woodcutting XP,Obtain 35 million experience in your Woodcutting skill,Global,Skill,,4,Elite,1.1,WOODCUTTING 99,99 Woodcutting
5801,1490,Obtain 35 Million Farming XP,Obtain 35 million experience in your Farming skill,Global,Skill,,4,Elite,8,FARMING 99,99 Farming
5802,1491,Obtain 50 Million Attack XP,Obtain 50 million experience in your Attack skill,Global,Skill,Combat,4,Elite,12.8,ATTACK 99,99 Attack
5803,1492,Obtain 50 Million Strength XP,Obtain 50 million experience in your Strength skill,Global,Skill,Gathering,4,Elite,18.9,STRENGTH 99,99 Strength
5804,1493,Obtain 50 Million Defence XP,Obtain 50 million experience in your Defence skill,Global,Skill,Unlocked,4,Elite,13,DEFENCE 99,99 Defence
5805,1494,Obtain 50 Million Ranged XP,Obtain 50 million experience in your Ranged skill,Global,Skill,Artisan,4,Elite,26.7,RANGED 99,99 Ranged
5806,1495,Obtain 50 Million Prayer XP,Obtain 50 million experience in your Prayer skill,Global,Skill,,4,Elite,11.6,PRAYER 99,99 Prayer
5807,1496,Obtain 50 Million Magic XP,Obtain 50 million experience in your Magic skill,Global,Skill,Support,4,Elite,26.4,MAGIC 99,99 Magic
5808,1497,Obtain 50 Million Runecraft XP,Obtain 50 million experience in your Runecraft skill,Global,Skill,,4,Elite,0.2,RUNECRAFT 99,99 Runecraft
5809,1498,Obtain 50 Million Construction XP,Obtain 50 million experience in your Construction skill,Global,Skill,,4,Elite,9.5,CONSTRUCTION 99,99 Construction
5810,1499,Obtain 50 Million Hitpoints XP,Obtain 50 million experience in your Hitpoints skill,Global,Skill,,4,Elite,31.8,HITPOINTS 99,99 Hitpoints
5811,1500,Obtain 50 Million Agility XP,Obtain 50 million experience in your Agility skill,Global,Skill,,4,Elite,0.1,AGILITY 99,99 Agility
5812,1501,Obtain 50 Million Herblore XP,Obtain 50 million experience in your Herblore skill,Global,Skill,,4,Elite,0.2,HERBLORE 99,99 Herblore
5813,1502,Obtain 50 Million Thieving XP,Obtain 50 million experience in your Thieving skill,Global,Skill,,4,Elite,19.7,THIEVING 99,99 Thieving
5814,1503,Obtain 50 Million Crafting XP,Obtain 50 million experience in your Crafting skill,Global,Skill,,4,Elite,1.9,CRAFTING 99,99 Crafting
5815,1504,Obtain 50 Million Fletching XP,Obtain 50 million experience in your Fletching skill,Global,Skill,,4,Elite,1.6,FLETCHING 99,99 Fletching
5816,1505,Obtain 50 Million Slayer XP,Obtain 50 million experience in your Slayer skill,Global,Skill,,4,Elite,3.3,SLAYER 99,99 Slayer
5817,1506,Obtain 50 Million Hunter XP,Obtain 50 million experience in your Hunter skill,Global,Skill,,4,Elite,0.1,HUNTER 99,99 Hunter
5818,1507,Obtain 50 Million Mining XP,Obtain 50 million experience in your Mining skill,Global,Skill,,4,Elite,0.3,MINING 99,99 Mining
5819,1508,Obtain 50 Million Smithing XP,Obtain 50 million experience in your Smithing skill,Global,Skill,,4,Elite,1.6,SMITHING 99,99 Smithing
5820,1509,Obtain 50 Million Fishing XP,Obtain 50 million experience in your Fishing skill,Global,Skill,,4,Elite,6.5,FISHING 99,99 Fishing
5821,1510,Obtain 50 Million Cooking XP,Obtain 50 million experience in your Cooking skill,Global,Skill,,4,Elite,13.6,COOKING 99,99 Cooking
5822,1511,Obtain 50 Million Firemaking XP,Obtain 50 million experience in your Firemaking skill,Global,Skill,,4,Elite,0.6,FIREMAKING 99,99 Firemaking
5823,1512,Obtain 50 Million Woodcutting XP,Obtain 50 million experience in your Woodcutting skill,Global,Skill,,4,Elite,0.7,WOODCUTTING 99,99 Woodcutting
5824,1513,Obtain 50 Million Farming XP,Obtain 50 million experience in your Farming skill,Global,Skill,,4,Elite,5.8,FARMING 99,99 Farming
5833,1514,Load a blowpipe with Dragon Darts,Load a Toxic Blowpipe with Dragon Darts,Tirannwn,Combat,All,4,Elite,33.1,FLETCHING 95; HUNTER 83,"78 Fletching, either  83 Hunter or  95 Fletching to obtain the darts"
2136,1515,Get 1000 Target points,Achieve 1000 points in the Target minigame in the Ranging Guild,Kandarin,Minigame,Artisan,4,Elite,13.7,RANGED 40,40 Ranged
2321,1516,Pay Saniboch for Permanent Access,Pay Saniboch for Permanent Access into his dungeon,Karamja,Other,All,4,Elite,69.5,,"1,000,000 coins"
2409,1517,Craft 100 Soul runes,Craft 100 Soul runes,Kourend & Kebos,Skill,,4,Elite,14.8,CRAFTING 38; MINING 38; RUNECRAFT 90,"90 Runecraft,  38 Mining,  38 Crafting"
2423,1518,Catch 150 Anglerfish,Catch 150 Anglerfish,Kourend & Kebos,Skill,,4,Elite,64.3,FISHING 82,82 Fishing
2460,1519,Catch 500 Chinchompas,Catch 500 Chinchompas,Global,Skill,,4,Elite,34.1,HUNTER 53,53 Hunter
3789,1520,Smith Shayzien (5),Smith any piece of Shayzien (5),Kourend & Kebos,Skill,,4,Elite,19.3,MINING 65; SMITHING 85,"85 Smithing,  65 Mining"
3797,1521,Araxxor Combat Achievements,Complete all of the Combat Achievements for Araxxor,Morytania,Achievement,All,4,Elite,10.3,,See Araxxor#Combat Achievements
3829,1522,Complete Wave 12 of Fortis Colosseum,Complete Wave 12 of Fortis Colosseum,Varlamore,Combat,All,4,Elite,32.4,,
3830,1523,"Obtain 20,000 Glory","Obtain 20,000 Glory in the Fortis Colosseum",Varlamore,Combat,All,4,Elite,37.4,,
3831,1524,"Obtain 40,000 Glory","Obtain 40,000 Glory in the Fortis Colosseum",Varlamore,Combat,All,4,Elite,27.4,,
3836,1525,Equip Tonalztics of Ralos,Equip Tonalztics of Ralos,Varlamore,Combat,All,4,Elite,19.5,RANGED 75,75 Ranged
3839,1526,Perilous Moons Combat Achievements,Complete all of the Combat Achievements for Perilous Moons,Varlamore,Achievement,All,4,Elite,24.2,,See Moons of Peril#Combat Achievements
3859,1527,Catch 50 Moonlight Antelopes,Catch 50 Moonlight Antelopes,Varlamore,Skill,,4,Elite,16.9,HUNTER 91,91 Hunter
5909,1528,Catch 100 Tecu salamanders,Catch 100 Tecu salamanders,Varlamore,Skill,,4,Elite,29.1,HUNTER 79,79 Hunter
5911,1529,Equip a Tecu Salamander,Equip a Tecu Salamander,Varlamore,Skill,,4,Elite,20.8,ATTACK 80; HUNTER 79; MAGIC 80; RANGED 80,"79 Hunter,  80 Attack,  80 Ranged,  80 Magic"
5915,1530,300 Araxxor Kills,Kill the Araxxor in Morytania Spider cave 300 times,Morytania,Combat,,4,Elite,8.6,SLAYER 92,92 Slayer
5916,1531,Equip the Amulet of Rancour,Equip the Amulet of Rancour,Morytania,Combat,,4,Elite,36,HITPOINTS 90; SLAYER 92,"92 Slayer,  90 Hitpoints"
5917,1532,Equip the Noxious Halberd,Equip the Noxious Halberd,Morytania,Combat,Combat,4,Elite,39.2,ATTACK 80; CRAFTING 72; SLAYER 92; SMITHING 72,"92 Slayer,  80 Attack,  72 Smithing,  72 Crafting"
5925,1533,Purchase the Chugging Barrel,Purchase the Chugging Barrel from the Mixology shop,Varlamore,Skill,,4,Elite,11.2,HERBLORE 60,60 Herblore
5937,1534,Open the Varlamore Moon Chest,Open the Varlamore Moon Chest,Varlamore,Other,All,4,Elite,11.3,,
5938,1535,Equip the Moonlight Fanatic Helmet,Equip the Moonlight Fanatic Helmet,Varlamore,Other,All,4,Elite,,,
1201,1536,Dissect 250 Sacred Eels,Dissect 250 Sacred Eels,Tirannwn,Skill,,4,Elite,47.8,COOKING 72; FISHING 87,"87 Fishing,  72 Cooking"
1765,1537,Kill 25 Echo Bosses,Kill 25 Echo Bosses,Global,Combat,All,4,Elite,47.1,,
1766,1538,Kill 75 Echo Bosses,Kill 75 Echo Bosses,Global,Combat,All,4,Elite,25.3,,
1878,1539,Blast Furnace 100 Runite Bars,Smelt 100 Runite Bars at the Blast Furnace,Fremennik Province,Skill,,4,Elite,29.8,SMITHING 85,85 Smithing
1936,1540,Check the health of 5 Crystal Trees,Check the health of 5 Crystal Trees,Tirannwn,Skill,,4,Elite,19.3,FARMING 74,74 Farming
1950,1541,Barehand catch a Shark,Barehand catch a Shark,Kandarin,Skill,,4,Elite,16.3,FISHING 96; STRENGTH 76,"96 Fishing,  76 Strength Partial completion of   Barbarian Training"
5609,1542,Equip a Twisted Bow,Obtain and equip a Twisted bow,Kourend & Kebos,Combat,All,5,Master,14.3,RANGED 85,85 Ranged
2670,1543,Reach Total Level 2277,Reach the highest possible Total Level of 2277,Global,Skill,All,5,Master,6,,
2681,1544,Reach Base Level 95,Reach level 95 in every skill,Global,Skill,All,5,Master,6.7,,
1913,1545,Equip a Full Dragon Set,"Equip a Dragon Platebody, a Dragon Full Helm and either some Dragon Platelegs or a Dragon Plateskirt",Global,Combat,Unlocked,5,Master,4.1,DEFENCE 60,"60 Defence Fremennik (for   Dragon Slayer II), Dragon med helm works as a substitute meaning Kandarin not required to get a full helm."
5951,1546,Equip a Corrupted Weapon,Equip a Corrupted Blade of Saeldor or Bow of Faerdhinen,Tirannwn,Combat,All,5,Master,51.3,AGILITY 70; ATTACK 80; RANGED 80,80 Attack or  80 Ranged and  70 Agility
2062,1547,Equip a Crystal Crown,Equip a Crystal Crown,Tirannwn,Other,All,5,Master,46.5,,
2074,1548,Build a Demonic Throne,Build a Demonic Throne in a Throne Room in your Player Owned House,Global,Skill,,5,Master,22.9,CONSTRUCTION 99,99 Construction Fremennik or Varlamore
4886,1549,Equip Every Completed God Book,Equip every completed God Book,Fremennik Province,Minigame,All,5,Master,1.4,,
2159,1550,Equip an Infernal Cape,Equip an Infernal Cape,Karamja,Combat,All,5,Master,17.1,,Completion of   The Inferno
4903,1551,Complete the Inferno 15 Times,Complete the Inferno in Mor Ul Rek 15 times,Karamja,Minigame,All,5,Master,0.2,,
2221,1552,Equip All Zenyte Jewelry,Equip every piece of Zenyte Jewelry,Kandarin,Combat,All,5,Master,7.2,CRAFTING 98,98 Crafting
2228,1553,Enhance a Trident of the Seas,Enhance a Trident of the Seas,Kandarin,Combat,All,5,Master,1.6,SLAYER 87,87 Slayer
2233,1554,Equip a Dragon Full Helm,Equip a Dragon Full Helm,Kandarin,Combat,All,5,Master,1.9,DEFENCE 60,60 Defence
2293,1555,Equip Every Godsword,Equip all five Godswords,Asgarnia,Combat,All,5,Master,5.4,AGILITY 70; ATTACK 75; HITPOINTS 70; RANGED 70; SMITHING 80; STRENGTH 70,"75 Attack,  80 Smithing,  70 Agility,  70 Hitpoints,  70 Ranged,  70 Strength Completion of   The Frozen Door"
2393,1556,Equip a Full Infinity Robe Set,Equip a full set of Infinity robes,Kharidian Desert,Combat,Support,5,Master,17.7,DEFENCE 25; MAGIC 50,"50 Magic,  25 Defence Eternal boots from Asgarnia may be used as a substitute for infinity boots"
2445,1557,Equip a Full Inquisitor's Set,Equip a full set of Inquisitor's Armour,Morytania,Combat,All,5,Master,1,DEFENCE 30; STRENGTH 70,"70 Strength,  30 Defence"
2447,1558,Equip a Nightmare Staff With an Orb,"Equip either an Eldritch Nightmare Staff, a Harmonised Nightmare Staff or a Volatile Nightmare Staff",Morytania,Combat,All,5,Master,2.4,HITPOINTS 50; MAGIC 82,"82 Magic,  50 Hitpoints"
2451,1559,Equip a Scythe of Vitur,Equip a Scythe of Vitur,Morytania,Combat,All,5,Master,22.8,ATTACK 80; STRENGTH 90,"80 Attack,  90 Strength"
2453,1560,Equip a Full Justiciar Set,Equip a full set of Justiciar Armour,Morytania,Combat,Unlocked,5,Master,21.3,DEFENCE 75,75 Defence
2522,1561,Equip a Spectral or Arcane Spirit Shield,Equip either a Spectral Spirit Shield or an Arcane Spirit Shield,Wilderness,Combat,All,5,Master,5.1,DEFENCE 45; PRAYER 55,"45 Defence,  55 Prayer"
2523,1562,Equip an Elysian Spirit Shield,Equip an Elysian Spirit Shield,Wilderness,Combat,All,5,Master,1.6,DEFENCE 75; PRAYER 90; SMITHING 85,"75 Defence,  85 Prayer, either Asgarnia for access to Abbot Langley or  90 Prayer and  85 Smithing to craft it"
5210,1563,Obtain Every Revenant Weapon,"Obtain Craws Bow, Viggora's Chainmace and Thammaron's Sceptre as drops from Revenants",Wilderness,Combat,All,5,Master,42.5,,
3787,1564,Equip a full set of Ancestral,"Equip an Ancestral Hat, an Ancestral robe top and an Ancestral robe bottom",Kourend & Kebos,Combat,All,5,Master,5.1,DEFENCE 65; MAGIC 75,"75 Magic,  65 Defence"
5276,1565,Combat Achievements Elite Tier,Obtain enough points to unlock the elite tier of combat achievements,Global,Achievement,All,5,Master,1.3,,
3910,1566,Equip a Full Set of Torva Armour,"Equip a Torva full helm, a Torva platebody and some Torva platelegs",Asgarnia,Combat,All,5,Master,7,AGILITY 70; DEFENCE 80; HITPOINTS 70; RANGED 70; STRENGTH 70,"80 Defence,  70 Agility,  70 Hitpoints,  70 Ranged,  70 Strength Completion of   The Frozen Door"
4970,1567,Equip full Virtus,"Equip full Virtus outfit, obtained from Desert Treasure II bosses",Global,Combat,Support,5,Master,1.8,DEFENCE 75; MAGIC 78,"78 Magic,  75 Defence Access to a Desert Treasure II  boss, requiring Asgarnia, Desert, Fremennik, or Varlamore"
5950,1568,Equip a full set of Masori,"Obtain and Equip Masori Mask, Body and chaps",Kharidian Desert,Combat,Artisan,5,Master,21.3,DEFENCE 30; RANGED 80,"80 Ranged,  30 Defence Completion of   Beneath Cursed Sands"
4977,1569,Equip Osmumten's Fang (or),Obtain and Equip Osmumten's Fang (or),Kharidian Desert,Combat,Combat,5,Master,39.5,ATTACK 82,82 Attack Completion of   Beneath Cursed Sands
4980,1570,Equip the Tumeken's Shadow,Obtain and Equip the Tumeken's Shadow,Kharidian Desert,Combat,Support,5,Master,10.4,MAGIC 85,85 Magic Completion of   Beneath Cursed Sands
4989,1571,Create the Saturated Heart,Create the Saturated Heart,Fremennik Province,Combat,All,5,Master,9.4,,Unlocked Bigger and Badder
5737,1572,The Inferno Combat Achievements,Complete all of the Combat Achievements for The Inferno,Karamja,Achievement,All,5,Master,1,,See Inferno#Combat Achievements
5738,1573,The Fight Caves Combat Achievements,Complete all of the Combat Achievements for The Fight Caves,Karamja,Achievement,All,5,Master,4.3,,See TzHaar Fight Cave#Combat Achievements
5743,1574,Chambers of Xeric Combat Achievements,Complete all of the Combat Achievements for Chambers of Xeric,Kourend & Kebos,Achievement,All,5,Master,0.2,,See Chambers of Xeric#Combat Achievements
5744,1575,Theatre of Blood Combat Achievements,Complete all of the Combat Achievements for Theatre of Blood,Morytania,Achievement,All,5,Master,0.1,,See Theatre of Blood#Combat Achievements
